marker_index,f00_s3,f11_s3,pdf_path_index,pdf_x_pt,pdf_y_pt,pdf_radius_x_pt,pdf_radius_y_pt
229,-1.6613833506222557,0.07521822057026745,229,237.7519989013672,64.32200241088867,2.2559967041015625,2.256000518798828
230,-1.7355420151519687,0.07375666762295513,230,225.23999786376953,65.22450256347656,2.2560043334960938,2.2555007934570312
231,-1.8165729948717684,0.07202628555268387,231,211.5685043334961,66.29300308227539,2.2555007934570312,2.2579994201660156
232,-1.9044852884506827,0.06976473182945149,232,196.73600006103516,67.68949890136719,2.2560043334960938,2.2555007934570312
233,-1.999939687599778,0.06685782388409606,233,180.63099670410156,69.4844970703125,2.2559967041015625,2.2574996948242188
234,-2.103048743511064,0.06302781816162374,234,163.23450469970703,71.84950256347656,2.2574996948242188,2.2555007934570312
235,-2.2139163252436203,0.058008338088984035,235,144.52899932861328,74.94900131225586,2.2560043334960938,2.2579994201660156
236,-2.3319911173563104,0.05141960909282686,236,124.60749816894531,79.01750183105469,2.2555007934570312,2.2555007934570312
237,-2.4532872068837155,0.04238552103987269,237,104.14250183105469,84.59599685668945,2.2555007934570312,2.256000518798828
238,-2.5501670359043014,0.026950543367374312,238,87.79700088500977,94.12700271606445,2.2579994201660156,2.256000518798828
239,-2.595093727584925,0.0025697385500869055,239,80.21699905395508,109.18200302124023,2.256000518798828,2.256000518798828
240,-2.63530841771431,-0.023391645106415795,240,73.43200302124023,125.2130012512207,2.256000518798828,2.256000518798828
241,-2.6718217382192666,-0.05066316609749701,241,67.27149963378906,142.0530014038086,2.2555007934570312,2.2560043334960938
242,-2.7064917333762515,-0.07894602106302995,242,61.422000885009766,159.51749420166016,2.2579994201660156,2.2555007934570312
243,-2.7381774940450425,-0.10826049141699275,243,56.07600021362305,177.61900329589844,2.256000518798828,2.2559967041015625
244,-2.766816775663245,-0.13850531217676887,244,51.24399948120117,196.2949981689453,2.256000518798828,2.2559967041015625
245,-2.7942973203760793,-0.16948374806683317,245,46.607500076293945,215.4239959716797,2.2554988861083984,2.2559967041015625
246,-2.819187763260246,-0.2012144186978254,246,42.40800094604492,235.01749420166016,2.256000518798828,2.2555007934570312
247,-2.8399085778895854,-0.2336349910002847,247,38.9119987487793,255.03700256347656,2.256000518798828,2.2559967041015625
248,-2.85590554347379,-0.2666215525156141,248,36.2130012512207,275.406005859375,2.256000518798828,2.25799560546875
249,-2.8635691649904267,-0.30000081854625404,249,34.920000076293945,296.0175018310547,2.2559986114501953,2.2555084228515625
